nombre_res,nro_pag,tipo_doc,tokens,prob_tópico,tópico
HCU-009-16.pdf,1,Resoluciones HCU,"['atribución', 'establecido', 'estatuto', 'orgánico', 'reglamento', 'constitución', 'comisión', 'aprobado', 'mediante', 'determinado', 'conforme', 'comisión', 'institucional', 'todo', 'gestión', 'deber', 'designar', 'miembro', 'componente', 'consideración', 'determinado', 'emitir', 'presente', 'resuelve', 'artículo', 'primero', 'conformar', 'comisión', 'institucional', 'mismo', 'compuesta', 'siguiente', 'miembro', 'terceros', 'presidenta', 'social', 'económico', 'financiero', 'adalid', 'medicina', 'geológico', 'artículo', 'segundo', 'comisión', 'asesoramiento', 'fiscalización', 'cuestión', 'institucional']",0.85622495,0
HCU-009-19.pdf,1,Resoluciones HCU,"['atribución', 'establecido', 'estatuto', 'orgánico', 'artículo', 'reglamento', 'constitución', 'comisión', 'aprobado', 'mediante', 'determinado', 'conforme', 'comisión', 'administrativo', 'financiero', 'todo', 'inicio', 'gestión', 'deber', 'designar', 'miembro', 'componente', 'consideración', 'determinado', 'emitir', 'presente', 'resuelve', 'artículo', 'primero', 'conformar', 'comisión', 'administrativo', 'financiero', 'mismo', 'compuesta', 'siguiente', 'miembro', 'jorge', 'presidente', 'decano', 'económico', 'financiero', 'decano', 'medicina', 'nutrición', 'médico', 'decano', 'marcio', 'rojo', 'decano', 'odontología', 'económico', 'financiero', 'rodrigo', 'barrera', 'farmacéutico', 'bioquímica', 'pedro', 'antonio', 'plata', 'agronomía', 'tapia', 'tecnología', 'rojo', 'mora', 'geológico', 'agronomía', 'ángela', 'rebeco', 'farmacéutico', 'bioquímica', 'cueva', 'calle', 'federación', 'universitario', 'local', 'pardo', 'asesora', 'lópez', 'director', 'administrativo', 'financiero', 'artículo', 'segundo', 'comisión', 'asesoramiento', 'fiscalización', 'cuestión', 'administrativo', 'financiero']",0.88411343,0
HCU-013-18.pdf,1,Resoluciones HCU,"['atribución', 'establecido', 'estatuto', 'orgánico', 'artículo', 'reglamento', 'constitución', 'comisión', 'aprobado', 'mediante', 'determinado', 'conforme', 'comisión', 'institucional', 'todo', 'inicio', 'gestión', 'deber', 'designar', 'miembro', 'componente', 'consideración', 'determinado', 'emitir', 'presente', 'resuelve', 'artículo', 'primero', 'conformar', 'comisión', 'institucional', 'mismo', 'compuesta', 'siguiente', 'miembro', 'presidente', 'decano', 'derecho', 'política', 'josé', 'farfán', 'decano', 'agronomía', 'caballero', 'tecnología', 'farmacéutico', 'bioquímica', 'paredes', 'tecnología', 'gauss', 'artículo', 'segundo', 'comisión', 'asesoramiento', 'fiscalización', 'cuestión', 'institucional']",0.8634465,0
HCU-013-19.pdf,1,Resoluciones HCU,"['atribución', 'establecido', 'estatuto', 'orgánico', 'artículo', 'reglamento', 'constitución', 'comisión', 'aprobado', 'mediante', 'determinado', 'conforme', 'comisión', 'recurso', 'informativo', 'todo', 'inicio', 'gestión', 'deber', 'designar', 'miembro', 'componente', 'consideración', 'casar', 'objeto', 'comisión', 'recurso', 'informativo', 'actividad', 'regular', 'determinado', 'emitir', 'presente', 'resuelve', 'artículo', 'primero', 'conformar', 'comisión', 'recurso', 'informativo', 'mismo', 'compuesta', 'siguiente', 'miembro', 'llano', 'presidente', 'decano', 'germán', 'decano', 'geológico', 'martín', 'medicina', 'nutrición', 'tecnología', 'paredes', 'tecnología', 'juan', 'tapia', 'artículo', 'segundo', 'comisión', 'asesoramiento', 'fiscalización', 'cuestión', 'recurso', 'informativo', 'además', 'continuidad', 'rector']",0.8640732,0
HCU-013-20.pdf,1,Resoluciones HCU,"['constitución', 'establecer', 'universidad', 'público', 'autónomo', 'igual', 'consistir', 'libre', 'administración', 'recurso', 'asimismo', 'texto', 'constitucional', 'universidad', 'público', 'obligatorio', 'suficientemente', 'subvencionado', 'plan', 'operativo', 'anual', 'presupuesto', 'institucional', 'gestión', 'cuyo', 'monto', 'ascender', 'noventa', 'millón', 'diez', 'doscientos', 'nueve', 'boliviano', 'presupuesto', 'general', 'sector', 'público', 'gestión', 'fiscal', 'disposición', 'especifico', 'administración', 'finanza', 'público', 'mismo', 'incorpora', 'presupuesto', 'institucional', 'casa', 'estudio', 'superior', 'monto', 'ascender', 'noventa', 'millón', 'doscientos', 'nueve', 'boliviano', 'mediante', 'nota', 'ministerio', 'economía', 'finanza', 'público', 'remite', 'presupuesto', 'aprobado', 'casa', 'estudio', 'superior', 'manifestar', 'existir', 'diferencia', 'anteproyecto', 'presentado', 'monto', 'aprobado', 'deber', 'realizar', 'él', 'ajuste', 'pertinente', 'plan', 'operativo', 'anual', 'presupuesto', 'institucional', 'diferenciar', 'noventa', 'boliviano', 'adicional', 'monto', 'aprobado', 'casa', 'estudio', 'superior', 'provenir', 'trasferencia', 'ministerio', 'desarrollo', 'rural', 'tierra', 'proyecto', 'fortalecimiento', 'integral', 'complejo', 'camélido', 'altiplano', 'cargo', 'mismo', 'prevista', 'referido', 'presupuesto', 'necesario', 'incorporar', 'presupuesto', 'proyecto', 'fortalecimiento', 'integral', 'complejo', 'camélido', 'altiplano', 'tomado', 'conocimiento', 'señalado', 'determinar', 'dictar', 'presente', 'resuelve', 'artículo', 'primero', 'aprobar', 'incorporación', 'presupuesto', 'proyecto', 'fortalecimiento', 'integral', 'complejo', 'camélido', 'altiplano', 'artículo', 'segundo', 'responsable', 'proyecto', 'unidad', 'administración', 'desconcentrado', 'deber', 'coordinar']",0.7937907,0
HCU-014-16.pdf,1,Resoluciones HCU,"['atribución', 'establecido', 'estatuto', 'orgánico', 'artículo', 'reglamento', 'constitución', 'comisión', 'aprobado', 'mediante', 'determinado', 'conforme', 'comisión', 'recurso', 'informativo', 'todo', 'gestión', 'deber', 'designar', 'miembro', 'componente', 'consideración', 'casar', 'objeto', 'comisión', 'recurso', 'informativo', 'actividad', 'regular', 'determinado', 'presente', 'resolver', 'primero', 'conformar', 'comisión', 'recurso', 'informativo', 'mismo', 'compuesta', 'siguiente', 'miembro', 'cueva', 'presidente', 'decano', 'terceros', 'social', 'económico', 'financiero', 'juan', 'geológico', 'rodrigo', 'lópez', 'farmacéutico', 'bioquímica', 'artículo', 'segundo', 'comisión', 'asesoramiento', 'fiscalización', 'cuestión', 'recurso', 'informativo', 'además', 'continuidad', 'tarea', 'seguimiento', 'coordinación', 'política', 'programa', 'cooperación', 'mismo']",0.87484455,0
HCU-014-20.pdf,1,Resoluciones HCU,"['respaldar', 'proyecto', 'académico', 'investigación', 'denominado', 'cultura', 'democracia', 'voto', 'contar', 'desarrollado', 'carrera', 'ciencia', 'político', 'gestión', 'público', 'derecho', 'política', 'josé', 'tapia', 'decano', 'derecho', 'política', 'hacer', 'conocer', 'carrera', 'ciencia', 'gestión', 'público', 'leer', 'adelante', 'proyecto', 'académico', 'investigación', 'denominado', 'voto', 'contar', 'fase', 'cultura', 'político', 'electoral', 'boliviano', 'elección', 'general', 'concurso', 'activo', 'universidad', 'nacional', 'fundación', 'jubileo', 'proyecto', 'comprender', 'realización', 'encuesta', 'percepción', 'electoral', 'nivel', 'nacional', 'participación', 'institución', 'comprometido', 'proceso', 'democrático', 'resultado', 'perseguir', 'encuesta', 'alto', 'estándar', 'calidad', 'académico', 'investigación', 'consolidar', 'libertad', 'expresión', 'derecho', 'fundamental', 'boliviano', 'boliviano', 'miembro', 'máximo', 'instancia', 'brindado', 'respaldo', 'proyecto', 'mencionado', 'asimismo', 'recomendar', 'poder', 'fortalecer', 'participación', 'carrera', 'estadístico', 'dependiente', 'consideración', 'caso', 'determinado', 'emitir', 'presente', 'resuelve', 'artículo', 'único', 'autorizar', 'realización', 'proyecto', 'académico', 'investigación', 'denominado', 'voto', 'contar', 'fase', 'cultura', 'político', 'electoral', 'boliviano', 'elección', 'general', 'cargo', 'ciencia', 'político', 'gestión', 'público', 'derecho', 'política', 'asimismo', 'participación', 'carrera', 'estadístico', 'desarrollado', 'coordinación', 'comuníquese']",0.7723215,0
HCU-015-20.pdf,1,Resoluciones HCU,"['autoridad', 'universitario', 'facultativa', 'carrera', 'asociación', 'docente', 'centro', 'gremio', 'obligación', 'institucional', 'conformar', 'carácter', 'ineludible', 'electoral', 'día', 'conclusión', 'mandato', 'garantizar', 'elección', 'nuevo', 'autoridad', 'permitir', 'transición', 'inmediato', 'mandato', 'quedar', 'asimismo', 'inhabilitado', 'caso', 'presentar', 'él', 'reelección', 'resuelve', 'aprobar', 'pausa', 'electoral', 'elección', 'rector', 'vicerrector', 'cuyo', 'convocatoria', 'aprobado', 'mediante', 'mismo', 'entrar', 'vigencia', 'partir', 'siguiente', 'gestión', 'resuelve', 'complementar', 'consecuencia', 'pausa', 'electoral', 'determinado', 'mismo', 'proceso', 'electoral', 'autoridad', 'representación', 'considerado', 'nota', 'decanato', 'enviado', 'llano', 'decano', 'mediante', 'consulta', 'continuidad', 'reconducción', 'proceso', 'electoral', 'elección', 'decano', 'vicedecano', 'dicho', 'unidad', 'académico', 'mediante', 'resuelve', 'aprobar', 'conformación', 'electoral', 'encargado', 'llevar', 'cabo', 'elección', 'decano', 'vicedecano', 'titular', 'gestión', 'todo', 'existir', 'plazo', 'sanción', 'expreso', 'incumplimiento', 'conformar', 'electoral', 'elección', 'decano', 'vicedecano', 'marco', 'normativo', 'vigente', 'mediante', 'sorteo', 'aleatorio', 'padrón', 'electoral', 'consideración', 'caso', 'determinado', 'dictar', 'presente', 'resuelve', 'artículo', 'único', 'determinar', 'continuidad', 'proceso', 'electoral', 'elección', 'decano', 'vicedecano', 'gestión', 'cuyo', 'electoral', 'conformado', 'mediante', 'todo', 'realizar', 'cumplimiento', 'cuanto', 'plazo', 'constituir', 'desarrollo', 'proceso', 'mismo']",0.4424596,0
HCU-017-18.pdf,1,Resoluciones HCU,"['atribución', 'establecido', 'estatuto', 'orgánico', 'reglamento', 'constitución', 'comisión', 'aprobado', 'mediante', 'determinado', 'conforme', 'comisión', 'cultura', 'todo', 'inicio', 'gestión', 'deber', 'designar', 'miembro', 'componente', 'consideración', 'caso', 'determinado', 'emitir', 'presente', 'resuelve', 'artículo', 'primero', 'conformar', 'comisión', 'cultura', 'mismo', 'compuesta', 'siguiente', 'miembro', 'presidente', 'decano', 'medicina', 'nutrición', 'herrera', 'decano', 'tecnología', 'derecho', 'política', 'federación', 'universitario', 'local', 'lópez', 'odontología', 'odontología', 'artículo', 'segundo', 'comisión', 'función', 'asesoramiento', 'cuestión', 'cultural']",0.87030196,0
HCU-018-17.pdf,2,Resoluciones HCU,"['emitido', 'salar', 'proceso', 'comisión', 'universitario', 'proceso', 'dentro', 'caso', 'seguido', 'denuncia', 'juan', 'docente', 'carrera', 'informático', 'margarita', 'garcía', 'lópez', 'estudiante', 'carrera', 'informático', 'dependiente', 'causal', 'previsto', 'artículo', 'infamatorio', 'calumnia', 'injuria', 'reglamento', 'proceso', 'universitario', 'disponer', 'sancionar', 'margarita', 'lópez', 'estudiante', 'carrera', 'informático', 'suspensión', 'semestre', 'académico', 'conforme', 'artículo', 'reglamento', 'proceso', 'universitario', 'contravenir', 'dispuesto', 'artículo', 'mismo', 'reglamento', 'disponer', 'unidad', 'administrativo', 'académico', 'tomar', 'previsión', 'cumplimiento', 'conclusión', 'gestión', 'académico', 'presente', 'ejecutorio', 'suspensión', 'semestre', 'margarita', 'garcía', 'lópez', 'todo', 'actividad', 'académico', 'registrado', 'dentro', 'inicio', 'siguiente', 'gestión', 'deber', 'remitir', 'carrera', 'informe', 'ejecución', 'sanción', 'comisión', 'fin', 'registro', 'declarar', 'ejecutoriada', 'emitido', 'sala', 'proceso', 'comisión', 'universitario', 'proceso', 'mediante', 'eleve', 'consideración', 'sala', 'admisión', 'denuncio', 'difamación', 'presentado', 'juan', 'docente', 'carrera', 'informático', 'margarita', 'garcía', 'lópez', 'mediante', 'página', 'amigo', 'desprestigia', 'persona', 'sala', 'admitir', 'denuncia', 'margarita', 'garcía', 'lópez', 'comisión', 'libelo', 'infamatorio', 'tipificado', 'reglamentar', 'proceso', 'universitario', 'salar', 'proceso', 'dicta', 'auto', 'inicial', 'proceso', 'lópez', 'causal', 'previsto', 'artículo', 'artículo', 'reglamento', 'proceso', 'universitario', 'producido', 'actuación', 'procesal', 'respectivo', 'valoración', 'prueba', 'salar', 'proceso', 'emitir', 'considerando', 'señalar', 'derecho', 'libertad', 'pensamiento', 'político', 'libertad', 'pensamiento', 'religión', 'culto', 'expresado', 'forma', 'individual', 'colectivo', 'público', 'privado', 'fin', 'lícito', 'querer', 'decir', 'virtud', 'artículo', 'poder', 'hacer', 'afirmación', 'corresponder', 'verdad', 'libertad', 'evaluación', 'tomado', 'alumno', 'constituir', 'documento', 'idóneo', 'realizar', 'supuesto', 'critica', 'constructiva', 'afirmada', 'lópez', 'infringir', 'obligación', 'universitario', 'establecido', 'reglamento', 'régimen', 'académico', 'estudiantil', 'sistema', 'boliviano', 'demostrar', 'deber', 'decoro', 'respeto', 'miembro', 'comunidad', 'universitario', 'valor', 'ético', 'moral', 'derecho', 'honrar', 'honor', 'consagrado', 'punto', 'consecuencia', 'citado', 'sala', 'disponer', 'sancionar', 'denunciado', 'suspensión', 'semestre', 'académico', 'curso', 'obrado', 'formulario', 'notificación', 'parte', 'sala', 'proceso', 'existir', 'antecedente', 'recurso', 'apelación', 'emitido', 'consideración', 'caso', 'determinado', 'dictar', 'presente', 'resuelve', 'artículo', 'único', 'homologar', 'disponer', 'siguiente', 'declarar', 'ejecutoriada', 'emitido', 'sala', 'proceso', 'comisión', 'universitario', 'proceso', 'dentro', 'caso', 'seguido', 'denuncia', 'juan', 'docente', 'carrera', 'informático', 'margarita', 'garcía', 'lópez', 'estudiante', 'carrera', 'informático', 'dependiente', 'causal', 'previsto', 'artículo', 'libelo', 'infamatorio', 'artículo', 'calumnia', 'injuria', 'reglamento', 'proceso', 'universitario', 'disponer', 'pasar', 'página', 'página', 'sancionar', 'lópez', 'estudiante', 'carrera', 'informático', 'suspensión', 'semestre', 'académico', 'conforme', 'artículo', 'reglamento', 'proceso', 'universitario', 'contravenir', 'dispuesto', 'mismo', 'reglamento', 'disponer', 'unidad', 'administrativo', 'académico', 'tomar', 'previsión', 'cumplimiento', 'conclusión', 'gestión', 'académico', 'presente', 'ejecutorio', 'suspensión', 'académico', 'semestre', 'margarita', 'garcía', 'lópez', 'todo', 'actividad', 'académico', 'registrado', 'dentro', 'inicio', 'siguiente', 'gestión', 'deber', 'remitir', 'carrera', 'informe', 'ejecución', 'sanción', 'comisión', 'fin', 'registro']",0.8898327,0
